Product_ID,Product,Product_Group,Category,Supplier,Unit_Cost,ProductID_Num,URL
PT 2075,Product 2075,Yeast,Food,Two Brothers Mill,1.11,2075,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2076,Product 2076,Yeast,Food,Two Brothers Mill,1.1,2076,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2079,Product 2079,Yeast,Food,Two Brothers Mill,1.07,2079,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2080,Product 2080,Spices,Food,Saint Rose Food,6.99,2080,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2089,Product 2089,Sugarcane Liquor,Drinks,Kappa Drinks,4.5,2089,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2090,Product 2090,Sugarcane Liquor,Drinks,Kappa Drinks,4.84,2090,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2092,Product 2092,Sugarcane Liquor,Drinks,Kappa Drinks,4.8,2092,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2093,Product 2093,Sugarcane Liquor,Drinks,Kappa Drinks,4.86,2093,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2095,Product 2095,Sugarcane Liquor,Drinks,Kappa Drinks,13.72,2095,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2096,Product 2096,Sugars,Food,King Coffee,2.11,2096,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PK 2097,Product 2097,Sugars,Food,King Coffee,2.11,2097,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PT 2098,Product 2098,Flours,Food,Two Brothers Mill,5.34,2098,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2099,Product 2099,Sugarcane Liquor,Drinks,Kappa Drinks,14.07,2099,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2102,Product 2102,Sugarcane Liquor,Drinks,Kappa Drinks,14.23,2102,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2103,Product 2103,Sugarcane Liquor,Drinks,Kappa Drinks,36.79,2103,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2104,Product 2104,Sugarcane Liquor,Drinks,Kappa Drinks,37.16,2104,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2105,Product 2105,Sugarcane Liquor,Drinks,Kappa Drinks,38.9,2105,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2106,Product 2106,Sugarcane Liquor,Drinks,Kappa Drinks,38.92,2106,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2107,Product 2107,Sugarcane Liquor,Drinks,Kappa Drinks,35.91,2107,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PT 2108,Product 2108,Sprinkles,Food,Two Brothers Mill,8.76,2108,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2109,Product 2109,Sugarcane Liquor,Drinks,Kappa Drinks,37.65,2109,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2120,Product 2120,Sugarcane Liquor,Drinks,Kappa Drinks,79.73,2120,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2121,Product 2121,Sugarcane Liquor,Drinks,Kappa Drinks,81.16,2121,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2125,Product 2125,Sugarcane Liquor,Drinks,Kappa Drinks,6.86,2125,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2135,Product 2135,Energy Drinks,Drinks,Kappa Drinks,11.94,2135,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2137,Product 2137,Energy Drinks,Drinks,Kappa Drinks,12.58,2137,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2138,Product 2138,Energy Drinks,Drinks,Kappa Drinks,13.24,2138,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2139,Product 2139,Energy Drinks,Drinks,Kappa Drinks,13.24,2139,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2140,Product 2140,Energy Drinks,Drinks,Kappa Drinks,13.24,2140,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2141,Product 2141,Energy Drinks,Drinks,Kappa Drinks,55.6,2141,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2151,Product 2151,Powdered Milk,Food,King Coffee,7.24,2151,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PT 2158,Product 2158,Wheat Flours,Food,Two Brothers Mill,0.67,2158,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2159,Product 2159,Red Sweet Wine,Drinks,Kappa Drinks,1.86,2159,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2160,Product 2160,Red Sweet Wine,Drinks,Kappa Drinks,1.88,2160,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2161,Product 2161,Oils,Food,Saint Rose Food,1.2,2161,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2164,Product 2164,Horticulture,Food,Saint Rose Food,8.95,2164,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2165,Product 2165,Horticulture,Food,Saint Rose Food,8.82,2165,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2166,Product 2166,Oils,Food,Saint Rose Food,1.23,2166,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2168,Product 2168,Horticulture,Food,Saint Rose Food,2.87,2168,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2172,Product 2172,Horticulture,Food,Saint Rose Food,2.86,2172,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2173,Product 2173,Sprinkles,Food,Two Brothers Mill,8.57,2173,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2174,Product 2174,Flours,Food,Two Brothers Mill,3.71,2174,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2181,Product 2181,Sprinkles,Food,Two Brothers Mill,9.2,2181,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2185,Product 2185,Canned Sweets,Food,Sweets Wholesale,2.71,2185,https://www.wholesalesweets.co.uk/images/ws-new-logo.svg
PK 2187,Product 2187,Sugars,Food,King Coffee,2.66,2187,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PK 2188,Product 2188,Sugars,Food,King Coffee,2.61,2188,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PK 2191,Product 2191,Red Sweet Wine,Drinks,Kappa Drinks,1.24,2191,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2193,Product 2193,Red Sweet Wine,Drinks,Kappa Drinks,1.21,2193,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2194,Product 2194,Red Sweet Wine,Drinks,Kappa Drinks,1.59,2194,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2197,Product 2197,Coffee Pods,Food,King Coffee,3.27,2197,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PS 2198,Product 2198,Oils,Food,Saint Rose Food,0.21,2198,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2200,Product 2200,Sweets,Food,Sweets Wholesale,19.07,2200,https://www.wholesalesweets.co.uk/images/ws-new-logo.svg
PT 2201,Product 2201,Wheat Flours,Food,Two Brothers Mill,9.45,2201,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2202,Product 2202,Oils,Food,Saint Rose Food,0.25,2202,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2203,Product 2203,Oils,Food,Saint Rose Food,0.25,2203,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2204,Product 2204,Oils,Food,Saint Rose Food,0.26,2204,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2205,Product 2205,Horticulture,Food,Saint Rose Food,3.2,2205,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2209,Product 2209,Crumbs,Food,Two Brothers Mill,32.71,2209,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2210,Product 2210,Crumbs,Food,Two Brothers Mill,16.48,2210,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2211,Product 2211,Crumbs,Food,Two Brothers Mill,30.51,2211,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2212,Product 2212,Ground Coffee,Food,King Coffee,22.78,2212,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PK 2216,Product 2216,Imported Wine,Drinks,Kappa Drinks,15.33,2216,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2217,Product 2217,Imported Wine,Drinks,Kappa Drinks,15.31,2217,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2218,Product 2218,Imported Wine,Drinks,Kappa Drinks,15.89,2218,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2219,Product 2219,Red Sweet Wine,Drinks,Kappa Drinks,1.28,2219,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2220,Product 2220,Red Sweet Wine,Drinks,Kappa Drinks,1.36,2220,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2221,Product 2221,Red Dry Wine,Drinks,Kappa Drinks,0.71,2221,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2222,Product 2222,Red Dry Wine,Drinks,Kappa Drinks,0.75,2222,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2223,Product 2223,Red Dry Wine,Drinks,Kappa Drinks,0.76,2223,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2224,Product 2224,Red Dry Wine,Drinks,Kappa Drinks,0.75,2224,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2225,Product 2225,Red Dry Wine,Drinks,Kappa Drinks,0.78,2225,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2226,Product 2226,Red Dry Wine,Drinks,Kappa Drinks,0.78,2226,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2227,Product 2227,Red Dry Wine,Drinks,Kappa Drinks,0.79,2227,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2228,Product 2228,Red Dry Wine,Drinks,Kappa Drinks,0.77,2228,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2232,Product 2232,Oils,Food,Saint Rose Food,0.66,2232,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2233,Product 2233,Oils,Food,Saint Rose Food,0.65,2233,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2234,Product 2234,Oils,Food,Saint Rose Food,0.66,2234,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2236,Product 2236,Powdered Milk,Food,King Coffee,1.72,2236,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PK 2238,Product 2238,Ground Coffee,Food,King Coffee,23.18,2238,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PS 2239,Product 2239,Spices,Food,Saint Rose Food,2.83,2239,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2247,Product 2247,Teas,Drinks,King Coffee,7.43,2247,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PS 2248,Product 2248,Oils,Food,Saint Rose Food,5.01,2248,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2255,Product 2255,Yeast,Food,Two Brothers Mill,0.21,2255,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2256,Product 2256,Yeast,Food,Two Brothers Mill,0.2,2256,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2257,Product 2257,Yeast,Food,Two Brothers Mill,0.67,2257,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2258,Product 2258,Yeast,Food,Two Brothers Mill,0.66,2258,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2262,Product 2262,Yeast,Food,Two Brothers Mill,0.68,2262,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2264,Product 2264,Ground Coffee,Food,King Coffee,22.57,2264,https://coffeekingdirect.com/cdn/shop/files/Diseno_sin_titulo_45.png
PT 2268,Product 2268,Wheat Flours,Food,Two Brothers Mill,2.45,2268,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2269,Product 2269,Wheat Flours,Food,Two Brothers Mill,2.44,2269,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2270,Product 2270,Wheat Flours,Food,Two Brothers Mill,2.42,2270,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2271,Product 2271,Wheat Flours,Food,Two Brothers Mill,2.45,2271,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2272,Product 2272,Wheat Flours,Food,Two Brothers Mill,2.46,2272,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2273,Product 2273,Wheat Flours,Food,Two Brothers Mill,2.45,2273,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2274,Product 2274,Wheat Flours,Food,Two Brothers Mill,2.45,2274,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2277,Product 2277,Sprinkles,Food,Two Brothers Mill,8.33,2277,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2279,Product 2279,Wheat Flours,Food,Two Brothers Mill,2.41,2279,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2280,Product 2280,Wheat Flours,Food,Two Brothers Mill,2.45,2280,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2282,Product 2282,Wheat Flours,Food,Two Brothers Mill,2.42,2282,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2283,Product 2283,Oils,Food,Saint Rose Food,1.35,2283,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2284,Product 2284,Oils,Food,Saint Rose Food,0.64,2284,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2285,Product 2285,Oils,Food,Saint Rose Food,0.61,2285,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2286,Product 2286,Oils,Food,Saint Rose Food,1.35,2286,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2294,Product 2294,Red Dry Wine,Drinks,Kappa Drinks,0.73,2294,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2296,Product 2296,Red Dry Wine,Drinks,Kappa Drinks,0.74,2296,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2297,Product 2297,Red Dry Wine,Drinks,Kappa Drinks,0.78,2297,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2298,Product 2298,Red Dry Wine,Drinks,Kappa Drinks,0.77,2298,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2299,Product 2299,Red Dry Wine,Drinks,Kappa Drinks,0.71,2299,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2300,Product 2300,Red Dry Wine,Drinks,Kappa Drinks,0.79,2300,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2301,Product 2301,Red Dry Wine,Drinks,Kappa Drinks,0.78,2301,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2302,Product 2302,Red Dry Wine,Drinks,Kappa Drinks,0.76,2302,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2303,Product 2303,Red Dry Wine,Drinks,Kappa Drinks,0.77,2303,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2304,Product 2304,Red Dry Wine,Drinks,Kappa Drinks,0.78,2304,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2305,Product 2305,Red Dry Wine,Drinks,Kappa Drinks,0.76,2305,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2306,Product 2306,Red Dry Wine,Drinks,Kappa Drinks,0.74,2306,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2307,Product 2307,Red Dry Wine,Drinks,Kappa Drinks,0.78,2307,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2308,Product 2308,Red Dry Wine,Drinks,Kappa Drinks,0.72,2308,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2309,Product 2309,Red Dry Wine,Drinks,Kappa Drinks,0.74,2309,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2314,Product 2314,Sugarcane Liquor,Drinks,Kappa Drinks,6.1,2314,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2315,Product 2315,Sugarcane Liquor,Drinks,Kappa Drinks,6.19,2315,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2316,Product 2316,Red Dry Wine,Drinks,Kappa Drinks,0.75,2316,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2317,Product 2317,Sugarcane Liquor,Drinks,Kappa Drinks,6.29,2317,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2318,Product 2318,Sugarcane Liquor,Drinks,Kappa Drinks,6.2,2318,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2319,Product 2319,Sugarcane Liquor,Drinks,Kappa Drinks,6.17,2319,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PT 2323,Product 2323,Wheat Flours,Food,Two Brothers Mill,1.64,2323,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PK 2335,Product 2335,Energy Drinks,Drinks,Kappa Drinks,57.71,2335,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2337,Product 2337,Energy Drinks,Drinks,Kappa Drinks,53.12,2337,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2343,Product 2343,Energy Drinks,Drinks,Kappa Drinks,49.81,2343,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2344,Product 2344,Energy Drinks,Drinks,Kappa Drinks,55.66,2344,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2354,Product 2354,Energy Drinks,Drinks,Kappa Drinks,27.46,2354,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2358,Product 2358,Energy Drinks,Drinks,Kappa Drinks,25.69,2358,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2361,Product 2361,Energy Drinks,Drinks,Kappa Drinks,24.4,2361,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2364,Product 2364,Energy Drinks,Drinks,Kappa Drinks,26.97,2364,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2365,Product 2365,Energy Drinks,Drinks,Kappa Drinks,26.14,2365,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2370,Product 2370,Energy Drinks,Drinks,Kappa Drinks,41.53,2370,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2372,Product 2372,Energy Drinks,Drinks,Kappa Drinks,22.73,2372,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2373,Product 2373,Energy Drinks,Drinks,Kappa Drinks,25.02,2373,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2374,Product 2374,Red Dry Wine,Drinks,Kappa Drinks,2.17,2374,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2377,Product 2377,Red Dry Wine,Drinks,Kappa Drinks,1.06,2377,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2378,Product 2378,Red Dry Wine,Drinks,Kappa Drinks,1.06,2378,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2385,Product 2385,Red Sweet Wine,Drinks,Kappa Drinks,1.81,2385,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2388,Product 2388,Red Sweet Wine,Drinks,Kappa Drinks,1.88,2388,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2389,Product 2389,Red Sweet Wine,Drinks,Kappa Drinks,4.69,2389,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2390,Product 2390,Red Sweet Wine,Drinks,Kappa Drinks,4.94,2390,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2391,Product 2391,Red Sweet Wine,Drinks,Kappa Drinks,8.66,2391,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2392,Product 2392,Sugarcane Liquor,Drinks,Kappa Drinks,40.97,2392,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2393,Product 2393,Sugarcane Liquor,Drinks,Kappa Drinks,5.29,2393,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2394,Product 2394,Sugarcane Liquor,Drinks,Kappa Drinks,27.73,2394,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2396,Product 2396,Sugarcane Liquor,Drinks,Kappa Drinks,5.32,2396,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2398,Product 2398,Red Sweet Wine,Drinks,Kappa Drinks,2.81,2398,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2400,Product 2400,Red Sweet Wine,Drinks,Kappa Drinks,2.63,2400,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2401,Product 2401,Red Sweet Wine,Drinks,Kappa Drinks,2.59,2401,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2402,Product 2402,Horticulture,Food,Saint Rose Food,3.12,2402,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2403,Product 2403,Red Sweet Wine,Drinks,Kappa Drinks,2.58,2403,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2404,Product 2404,Oils,Food,Saint Rose Food,0.19,2404,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2405,Product 2405,Red Sweet Wine,Drinks,Kappa Drinks,3.03,2405,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2406,Product 2406,Red Sweet Wine,Drinks,Kappa Drinks,2.24,2406,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2407,Product 2407,Red Sweet Wine,Drinks,Kappa Drinks,1.68,2407,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2408,Product 2408,Red Sweet Wine,Drinks,Kappa Drinks,2.86,2408,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2409,Product 2409,Red Sweet Wine,Drinks,Kappa Drinks,1.64,2409,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2410,Product 2410,Sugarcane Liquor,Drinks,Kappa Drinks,15.47,2410,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2412,Product 2412,Oils,Food,Saint Rose Food,0.25,2412,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2414,Product 2414,Sugarcane Liquor,Drinks,Kappa Drinks,40.03,2414,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2419,Product 2419,Sugarcane Liquor,Drinks,Kappa Drinks,39.4,2419,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PK 2420,Product 2420,Red Sweet Wine,Drinks,Kappa Drinks,1.39,2420,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
PS 2422,Product 2422,Oils,Food,Saint Rose Food,0.85,2422,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2423,Product 2423,Oils,Food,Saint Rose Food,0.85,2423,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PK 2427,Product 2427,Sugarcane Liquor,Drinks,Kappa Drinks,5.96,2427,https://media.smurfitkappa.com/-/m/images/shared-assets/skg_logo.svg
